# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,
# Thu Jul 25 08:34:27 2024,,,,,,,,,,,
#,,,,,,,,,,,
# User preference: *,,,,,,,,,,,
#,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,
# COLUMN sy_pnum:        Number of Planets,,,,,,,,,,,
# COLUMN discoverymethod: Discovery Method,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass],,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,
# COLUMN st_lum:         Stellar Luminosity [log(Solar)],,,,,,,,,,,
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,
#,,,,,,,,,,,
pl_name,sy_pnum,discoverymethod,pl_orbsmax,pl_bmasse,pl_orbeccen,st_teff,st_rad,st_mass,st_lum,st_logg,sy_dist
HD 47366 b,2,Radial Velocity,1.207,661.71874,0.071,4866,7.3,1.81,1.417,2.97,84.3552
HD 47366 b,2,Radial Velocity,1.28,731.009,0.06,4914,6.2,2.19,1.389,3.1,84.3552
HD 47366 b,2,Radial Velocity,1.214,556.2025,0.089,4866,7.3,1.81,1.417,2.97,84.3552
HD 47366 c,2,Radial Velocity,1.84,483.73484,0.161,4866,7.3,1.81,1.417,2.97,84.3552
HD 47366 c,2,Radial Velocity,1.97,597.5204,0.1,4914,6.2,2.19,1.389,3.1,84.3552
HD 47366 c,2,Radial Velocity,1.853,591.1638,0.278,4866,7.3,1.81,1.417,2.97,84.3552
HD 47536 b,1,Radial Velocity,1.12,1271.32,0.3,,,0.98,,,122.536
HD 47536 b,1,Radial Velocity,1.93,2330,0.2,4380,23.47,2.1,,,122.536
HD 4760 b,1,Radial Velocity,1.14,4417.837,0.23,4076,42.4,1.05,2.93,1.62,537.873
HD 48265 b,1,Radial Velocity,1.81,467.2101,0.08,5650,2.05,1.28,0.584,3.92,90.5446
HD 48265 b,1,Radial Velocity,1.814,484.69075,0.211,5733,1.9,1.31,,3.97,90.5446
HD 48265 b,1,Radial Velocity,1.6,380,0.24,,,0.93,,,90.5446
HD 48948 b,3,Radial Velocity,0.0652,4.88,0.055,4593,0.68,0.69,,4.61,16.9043
HD 48948 c,3,Radial Velocity,0.1951,7.27,0.55,4593,0.68,0.69,,4.61,16.9043
HD 48948 d,3,Radial Velocity,0.4894,10.59,0.055,4593,0.68,0.69,,4.61,16.9043
HD 4917 b,1,Radial Velocity,1.167,513.29545,0.066,4802,5.01,1.32,,2.97,204.277
HD 49674 b,1,Radial Velocity,0.0568,38.14,0,,,1,,,43.0399
HD 49674 b,1,Radial Velocity,0.058,36.549,0.29,5583,1.04,0.99,-0.022,4.4,43.0399
HD 49674 b,1,Radial Velocity,0.058,36.51848,0.06,5628.43,1.04,1.06,,4.43,43.0399
HD 49674 b,1,Radial Velocity,0.06,31.783,0.09,5602,1.02,1.03,,4.44,43.0399
HD 49674 b,1,Radial Velocity,0.058,33.4,0.087,5662,,1.06,,4.56,43.0399
HD 50499 b,2,Radial Velocity,3.93,460.8535,0.27,6099,1.42,1.31,,4.42,46.2845
HD 50499 b,2,Radial Velocity,3.86,543.47,0.23,,,1.24,,,46.2845
HD 50499 b,2,Radial Velocity,3.846,427.79704,0.348,5978.1,1.43,1.25,,4.22,46.2845
HD 50499 b,2,Radial Velocity,3.833,519.96988,0.266,6102,1.35,1.25,,4.25,46.2845
HD 50499 b,2,Radial Velocity,,432.2488,0.334,,,1.28,,,46.2845
HD 50499 c,2,Radial Velocity,10.1,1010.69433,0.241,5978.1,1.43,1.25,,4.22,46.2845
HD 50499 c,2,Radial Velocity,9.02,931.2419,0,6099,1.42,1.31,,4.42,46.2845
HD 50554 b,1,Radial Velocity,2.22,1200,0.51,5844,1.1,1.06,,,31.1664
HD 50554 b,1,Radial Velocity,2.41,1640.0028,0.501,6007,1.13,1.11,0.175,4.38,31.1664
HD 50554 b,1,Radial Velocity,2.265,1382.55357,0.459,5968.36,1.15,1.04,,4.33,31.1664
HD 50554 b,1,Radial Velocity,,1420,0.444,5929,,1.05,,4.29,31.1664
HD 50554 b,1,Radial Velocity,2.353,1574.464,0.501,5987,1.02,1.04,0.143,,31.1664
HD 50554 b,1,Radial Velocity,2.339,1859.29618,0.482,6050,,1.1,,4.59,31.1664
HD 51608 b,2,Radial Velocity,0.1059,12.77,0.09,5358,,0.8,-0.244,4.36,35.0553
HD 51608 c,2,Radial Velocity,0.3809,14.31,0.14,5358,,0.8,-0.244,4.36,35.0553
HD 52265 b,1,Radial Velocity,0.5,334,0.35,6060,1.1,1.18,0.297,4.29,29.9803
HD 52265 b,1,Radial Velocity,0.52,384.5743,0.27,6136,,1.2,,4.36,29.9803
HD 52265 b,1,Radial Velocity,0.49,359,0.29,,,1.13,,,29.9803
HD 52265 b,1,Radial Velocity,0.506,352.15387,0.213,6057.44,1.38,1.22,,4.24,29.9803
HD 52265 b,1,Radial Velocity,0.504,346,0.325,6076,,1.2,,4.26,29.9803
HD 52265 b,1,Radial Velocity,0.5,368.6828,0.32,6117,1.32,1.32,,4.32,29.9803
HD 5278 b,2,Transit,,,,6295.7,1.14,,,4.44,57.5846
HD 5278 b,2,Transit,,,0.08,6203,1.19,1.13,0.28,4.5,57.5846
HD 5278 b,2,Transit,0.1202,7.8,0.08,6203,1.19,1.13,0.28,4.5,57.5846
HD 5278 c,2,Radial Velocity,0.2416,18.4,0.07,6203,1.19,1.13,0.28,4.5,57.5846
HD 5319 b,2,Radial Velocity,1.67,543.4893,0.02,4900,4.19,1.44,,3.35,121.405
HD 5319 b,2,Radial Velocity,1.75,616.56,0.12,5052,3.26,1.56,0.663,3.57,121.405
HD 5319 b,2,Radial Velocity,1.6697,559.36,0.02,4958,3.85,1.51,0.908,3.45,121.405
HD 5319 b,2,Radial Velocity,1.57,495.8148,0.015,4871,4.06,1.27,0.92,,121.405
HD 5319 b,2,Radial Velocity,1.57,494.54348,0.092,4871,4.06,1.27,,3.26,121.405
HD 5319 c,2,Radial Velocity,1.93,334.67499,0.183,4871,4.06,1.27,,3.26,121.405
HD 5319 c,2,Radial Velocity,2.071,365.49,0.15,4958,3.85,1.51,0.908,3.45,121.405
HD 5319 c,2,Radial Velocity,1.94,324.1866,0.109,4871,4.06,1.27,0.92,,121.405
HD 55696 b,1,Radial Velocity,3.18,1230.0021,0.705,6012,1.52,1.29,0.43,,77.9693
HD 55696 b,1,Radial Velocity,3.04,1357.1273,0.681,6012,,1.29,,4.15,77.9693
HD 5583 b,1,Radial Velocity,0.53,1837.0574,0.076,4830,9.09,1.01,1.61,2.53,219.216
HD 5608 b,1,Radial Velocity,1.79,371.22358,0.11,4807,5.43,1.29,1.155,3.06,58.1105
HD 5608 b,1,Radial Velocity,1.9,444.962,0.19,4854,5.5,1.55,1.179,,58.1105
HD 5608 b,1,Radial Velocity,1.99,524.4195,0.19,4929,5.09,1.98,,3.32,58.1105
HD 5608 b,1,Radial Velocity,1.911,534.27223,0.056,4877,5.14,1.53,,3.19,58.1105
HD 564 b,1,Radial Velocity,1.2,104.88,0.096,5902,1.01,0.96,,4.53,51.1659
HD 56414 b,1,Transit,0.229,,0.68,8500,1.75,1.89,1.158,,272.217
HD 56414 b,1,Transit,,,,8208,1.8,,,4.26,272.217
HD 56957 b,1,Radial Velocity,6.426,1880.90851,0.273,,,1.03,,,61.4925
HD 5891 b,1,Radial Velocity,0.64,2425.0429,0.07,4673,10.64,1.93,,2.67,283.502
HD 5891 b,1,Radial Velocity,0.76,2415.4,0.066,4907,8.7,1.91,1.595,2.9,283.502
HD 59686 A b,1,Radial Velocity,1.086,2199.3836,0.05,4658,13.2,1.9,,2.49,89.2721
HD 60292 b,1,Radial Velocity,1.5,2065.895,0.27,4348,27,1.7,2.394,1.9,315.211
HD 60532 b,2,Radial Velocity,0.77,336.8998,0.26,6245,2.57,1.5,,3.8,25.9716
HD 60532 b,2,Radial Velocity,0.759,327.35,0.28,6095,,1.44,,3.83,25.9716
HD 60532 c,2,Radial Velocity,1.6,797.7533,0.03,6245,2.57,1.5,,3.8,25.9716
HD 60532 c,2,Radial Velocity,1.58,781.83,0.02,6095,,1.44,,3.83,25.9716
HD 6061 b,1,Transit,,,,5958,0.99,,,4.48,67.6203
HD 6061 b,1,Transit,0.059,10.8,0,5920,1.03,1,,,67.6203
HD 62364 b,2,Radial Velocity,18.929,5542.92742,0.863,,,1.19,,,53.112
HD 62364 b,2,Radial Velocity,6.15,5965.6392,0.607,6255,1.4,1.16,0.433,4.14,53.112
HD 62364 b,2,Radial Velocity,6.4,6038.73973,0.61,,,1.3,,,53.112
HD 62364 b,2,Radial Velocity,6.248,5549.28399,0.6092,6255,,1.2,,4.29,53.112
HD 62364 c,2,Radial Velocity,36.984,7923.46219,0.773,,,1.19,,,53.112
HD 62509 b,1,Radial Velocity,1.69,920,0.06,,8.9,1.7,,,
HD 62509 b,1,Radial Velocity,1.66,839.0712,0.011,4858,,1.73,,2.78,
HD 62509 b,1,Radial Velocity,1.64,731,0.02,4892.63,,,,,
HD 62509 b,1,Radial Velocity,1.61,835.9,,,,2,,,
HD 62549 b,1,Radial Velocity,11.842,2707.5802,0.15,,,1.08,,,49.3305
HD 63433 b,3,Transit,,,,5640,0.91,0.99,-0.123,,22.4035
HD 63433 b,3,Transit,,,,5694.11,0.9,,,4.53,22.4035
HD 63433 b,3,Transit,0.0719,,0,5640,0.91,0.99,-0.123,,22.4035
HD 63433 b,3,Transit,,,,5640,0.91,0.99,-0.123,,22.4035
HD 63433 b,3,Transit,0.0714,,0.24,5688,0.91,0.99,-0.125,4.52,22.4035
HD 63433 c,3,Transit,0.1458,,0,5640,0.91,0.99,-0.123,,22.4035
HD 63433 c,3,Transit,0.1448,,0.21,5688,0.91,0.99,-0.125,4.52,22.4035
HD 63433 c,3,Transit,,,,5640,0.91,0.99,-0.123,,22.4035
HD 63433 c,3,Transit,,,,5694.11,0.9,,,4.53,22.4035
HD 63433 c,3,Transit,,,,5640,0.91,0.99,-0.123,,22.4035
HD 63433 c,3,Transit,,,,5710,0.93,0.99,,4.6,22.4035
HD 63433 d,3,Transit,0.0503,,0.16,5688,0.91,0.99,-0.125,4.52,22.4035
HD 63454 b,1,Radial Velocity,0.04,79.4575,0,4812,0.77,0.42,,4.28,37.6894
HD 63454 b,1,Radial Velocity,0.0368,126,0,4840,1.05,0.84,,4.3,37.6894
HD 63454 b,1,Radial Velocity,0.036,120,0,4841,,0.8,-0.592,4.23,37.6894
HD 63765 b,1,Radial Velocity,0.94,203.4,0.24,5432,,0.86,,4.42,32.5376
HD 63765 b,1,Radial Velocity,0.94,168.4499,0.24,5449,0.83,0.65,,4.41,32.5376
HD 63935 b,2,Transit,,,,5560.26,0.96,,,4.44,48.9739
HD 63935 b,2,Transit,,10.8,0,5534,0.96,0.93,-0.098,4.38,48.9739
HD 63935 c,2,Radial Velocity,,,,5560.26,0.96,,,4.44,48.9739
HD 63935 c,2,Radial Velocity,,11.1,0,5534,0.96,0.93,-0.098,4.38,48.9739
HD 64114 b,1,Radial Velocity,0.246,17.8,0.12,5676,,0.95,,,31.5262
HD 64121 b,1,Radial Velocity,1.51,813.64072,0.11,5078,5.44,1.64,1.248,3.19,129.966
HD 6434 b,1,Radial Velocity,0.14,155.7367,0.17,5769,1.12,1.1,,4.38,42.358
HD 6434 b,1,Radial Velocity,0.148,139.8452,0.146,5690,1.14,0.89,,4.29,42.358
HD 6434 b,1,Radial Velocity,0.14,123.95,0.17,5835,,0.79,0.05,4.6,42.358
HD 65216 b,2,Radial Velocity,1.37,375.0394,0.41,5645,0.88,0.88,,4.49,35.1205
HD 65216 b,2,Radial Velocity,1.37,384.5743,0.41,5666,,0.92,-0.149,4.53,35.1205
HD 65216 b,2,Radial Velocity,1.301,411.58985,0.27,5612,,0.87,,4.44,35.1205
HD 65216 b,2,Radial Velocity,1.3,400.45,0,5623.44,0.89,1,-0.15,4.54,35.1205
HD 65216 c,2,Radial Velocity,0.54,54.03,0.02,5623.44,0.89,1,-0.15,4.54,35.1205
HD 65216 c,2,Radial Velocity,5.75,645.1949,0.17,5612,,0.87,,4.44,35.1205
HD 66141 b,1,Radial Velocity,1.2,1906.9,0.07,4323,21.4,1.1,2.24,1.78,68.1509
HD 66428 b,2,Radial Velocity,3.18,896.2,0.465,5752,,1.1,,4.49,53.2817
HD 66428 b,2,Radial Velocity,3.395,3478.94974,0.471,,,1.01,,,53.2817
HD 66428 b,2,Radial Velocity,3.467,1018.32732,0.493,5773,1.1,1.08,,4.36,53.2817
HD 66428 b,2,Radial Velocity,,982.0947,0.448,,,1.06,,,53.2817
HD 66428 b,2,Radial Velocity,3.455,1013.87262,0.418,5647.6,1.17,1.05,,4.32,53.2817
HD 66428 b,2,Radial Velocity,3.14,839.0712,0.47,5716,1.13,1,,4.33,53.2817
HD 66428 b,2,Radial Velocity,3.471,1015.106,0.44,5669,1.16,1.01,0.096,4.32,53.2817
HD 66428 c,2,Radial Velocity,9.408,560.64931,0.207,,,1.01,,,53.2817
HD 66428 c,2,Radial Velocity,23,8581.36699,0.32,5647.6,1.17,1.05,,4.32,53.2817
HD 67087 b,2,Radial Velocity,1.08,973,0.17,6330,1.55,1.36,0.54,4.19,76.5217
HD 67087 c,2,Radial Velocity,3.86,1540,0.76,6330,1.55,1.36,0.54,4.19,76.5217
HD 6718 b,1,Radial Velocity,3.56,496,0.1,5746,1.02,0.96,0.053,4.48,51.3444
HD 6718 b,1,Radial Velocity,3.55,533.9544,0.1,5801,0.95,1.08,,4.51,51.3444
HD 68402 b,1,Radial Velocity,2.18,975.7381,0.03,5950,1.02,1.12,0.068,4.47,78.4293
HD 68402 b,1,Radial Velocity,2.239,2510.84442,0.225,5950,,1.12,,4.37,78.4293
HD 6860 b,1,Radial Velocity,2.03,8981.83078,0.28,3802,86.4,2.49,3.224,0.54,61.12469
HD 68988 b,2,Radial Velocity,0.0702,608.32357,0.1581,5883.41,1.26,1.17,,4.31,60.8447
HD 68988 b,2,Radial Velocity,0.0704,591,0.1249,5960,,1.18,,4.41,60.8447
HD 68988 b,2,Radial Velocity,0.071,604,0.14,,,1.2,,,60.8447
HD 68988 b,2,Radial Velocity,0.07,626.1251,0.12,5932,1.19,1.28,,4.4,60.8447
HD 68988 c,2,Radial Velocity,13.2,4767.4261,0.45,5883.41,1.26,1.17,,4.31,60.8447
HD 69123 b,1,Radial Velocity,2.48,982.08978,0.224,4842,,1.68,,2.86,75.116
HD 69123 b,1,Radial Velocity,2.482,966.19836,0.19,4842,7.72,1.68,1.47,2.86,75.116
HD 69830 b,3,Radial Velocity,0.0785,10.2,0.1,5385,,0.86,-0.22,,12.5591
HD 69830 b,3,Radial Velocity,0.0794,10.26586,0.112,5420.58,0.89,0.89,,4.49,12.5591
HD 69830 c,3,Radial Velocity,0.186,11.8,0.13,5385,,0.86,-0.22,,12.5591
HD 69830 c,3,Radial Velocity,0.1882,9.85268,0.114,5420.58,0.89,0.89,,4.49,12.5591
HD 69830 d,3,Radial Velocity,0.645,14.0798,0.1,5420.58,0.89,0.89,,4.49,12.5591
HD 69830 d,3,Radial Velocity,0.63,18.1,0.07,5385,,0.86,-0.22,,12.5591
HD 70573 b,1,Radial Velocity,1.76,1900,0.4,5737,,1,,4.59,59.182
HD 70642 b,1,Radial Velocity,3.18,587.9855,0.03,5665,1.02,0.96,,4.4,29.276
HD 70642 b,1,Radial Velocity,3.3,640,0.1,5670,,1,,,29.276
HD 70642 b,1,Radial Velocity,3.23,626,0.034,5706,,1.05,,4.43,29.276
HD 70642 b,1,Radial Velocity,3.318,633.43519,0.175,5732,0.98,1.08,,4.46,29.276
HD 70642 b,1,Radial Velocity,3.295,1239.53079,0.04,5732,,1.08,,4.46,29.276
HD 7199 b,1,Radial Velocity,1.36,92.1668,0.19,5386,0.96,0.89,-0.155,4.34,36.1531
HD 7199 b,1,Radial Velocity,1.36,85.8141,0.19,5371,0.97,0.77,,4.35,36.1531
HD 72490 b,1,Radial Velocity,1.88,561.92344,0.124,4934,4.96,1.21,,3.21,126.339
HD 72659 b,2,Radial Velocity,,950.3117,0.249,,,1.07,,,51.8949
HD 72659 b,2,Radial Velocity,4.691,949.67128,0.257,,,1.09,,,51.8949
HD 72659 b,2,Radial Velocity,4.74,1001.1645,0.22,5926,1.36,1.06,0.336,4.24,51.8949
HD 72659 b,2,Radial Velocity,3.24,810.43,0.18,,,0.95,,,51.8949
HD 72659 b,2,Radial Velocity,4.511,1001.12,0.271,5920,,1.07,,,51.8949
HD 72659 b,2,Radial Velocity,4.77,1048.8,0.269,5943.3,1.45,1.09,0.374,4.15,51.8949
HD 72659 b,2,Radial Velocity,4.75,1223.6455,0.22,5932,1.46,1.43,,4.27,51.8949
HD 72659 b,2,Radial Velocity,4.652,905.81096,0.269,5865.17,1.52,1.05,,4.09,51.8949
HD 72659 c,2,Radial Velocity,13.959,5977.08102,0.091,,,1.09,,,51.8949
HD 72892 b,1,Radial Velocity,0.228,1737.88573,0.419,,,1.01,,,69.7311
HD 72892 b,1,Radial Velocity,0.228,1732.1735,0.423,5688,1.22,1.02,0.146,4.27,69.7311
HD 73256 c,1,Radial Velocity,3.8,5085.25451,0.16,,,1,,,36.708
HD 73267 b,2,Radial Velocity,2.187,984.31951,0.23,5387,0.91,0.9,,4.45,50.4093
HD 73267 b,2,Radial Velocity,2.195,1462.01067,0.2625,5317,,0.89,,4.28,50.4093
HD 73267 b,2,Radial Velocity,2.229,1321.53052,0.261,,,0.93,,,50.4093
HD 73267 b,2,Radial Velocity,2.198,973,0.256,5317,1.04,0.89,-0.106,4.28,50.4093
HD 73267 c,2,Radial Velocity,12.688,1630.77756,0.089,,,0.93,,,50.4093
HD 73267 c,2,Radial Velocity,11,1398.44499,0.134,5317,,0.89,,4.28,50.4093
HD 73344 b,1,Transit,,,,6460,1.44,,,4.26,35.26
HD 73344 b,1,Transit,,,,6061.77,1.23,,,4.31,35.26
HD 73344 b,1,Transit,0.131,10.48,0.03,6252.6,1.22,1.2,,4.37,35.26
HD 73526 b,2,Radial Velocity,0.65,715.09,0.29,,,1.01,,,97.2396
HD 73526 b,2,Radial Velocity,0.66,953.49,0.34,,,1.05,,,97.2396
HD 73526 b,2,Radial Velocity,0.65,978.9164,0.19,5601,1.53,1.14,,4.12,97.2396
HD 73526 c,2,Radial Velocity,1.03,715.09,0.28,,,1.01,,,97.2396
HD 73534 b,1,Radial Velocity,2.99,353.42696,0.126,4917,2.58,1.16,,3.6,83.3321
HD 73534 b,1,Radial Velocity,3.067,350,0.074,5041,2.39,1.23,0.522,3.78,83.3321
HD 73534 b,1,Radial Velocity,,324.1866,0.022,,,1.17,,,83.3321
HD 73534 b,1,Radial Velocity,3.02,381.396,0.07,4973,2.63,1.4,,3.74,83.3321
HD 73534 b,1,Radial Velocity,2.95,321.0083,0,4917,2.58,1.16,0.54,,83.3321
HD 73583 b,2,Transit,0.05995,15.9,0.294,4582,0.68,0.7,-0.744,4.62,31.5666
HD 73583 b,2,Transit,0.072,,,4511,0.65,0.73,,4.62,31.5666
HD 73583 b,2,Transit,0.0604,10.2,0.09,4511,0.65,0.73,,4.62,31.5666
HD 73583 b,2,Transit,,,,4695,0.63,,,4.5,31.5666
HD 73583 c,2,Transit,,,,4695,0.63,,,4.5,31.5666
HD 73583 c,2,Transit,0.1242,9.7,0.08,4511,0.65,0.73,,4.62,31.5666
HD 73583 c,2,Transit,0.1233,22.5,0.093,4582,0.68,0.7,-0.744,4.62,31.5666
HD 74156 b,2,Radial Velocity,0.29169,565.71,0.63,5960,1.64,1.24,0.482,4.4,57.603
HD 74156 b,2,Radial Velocity,0.2916,565.078,0.638,5977,1.48,1.1,0.401,4.14,57.603
HD 74156 b,2,Radial Velocity,0.292,572.07,0.627,6068,,1.24,,,57.603
HD 74156 b,2,Radial Velocity,0.28,532.36258,0.636,,,1.1,,,57.603
HD 74156 b,2,Radial Velocity,0.2844,554.61057,0.6536,5951.71,1.51,1.15,,4.14,57.603
HD 74156 b,2,Radial Velocity,0.294,591.14,0.636,6105,,1.27,0.49,4.4,57.603
HD 74156 c,2,Radial Velocity,3.678,2753.98315,0.377,,,1.1,,,57.603
HD 74156 c,2,Radial Velocity,3.85,2561.6,0.432,6068,,1.24,,,57.603
HD 74156 c,2,Radial Velocity,3.9,2606.1,0.38,5960,1.64,1.24,0.482,4.4,57.603
HD 74156 c,2,Radial Velocity,3.4,1960.93,0.583,6105,,1.27,0.49,4.4,57.603
HD 74156 c,2,Radial Velocity,3.82,2541.579,0.3829,5977,1.48,1.1,0.401,4.14,57.603
HD 74156 c,2,Radial Velocity,3.823,3127.43152,0.3805,6068,,1.24,,4.26,57.603
HD 74156 c,2,Radial Velocity,3.726,2431.38731,0.3691,5951.71,1.51,1.15,,4.14,57.603
HD 74156 c,2,Radial Velocity,,2469.5391,0.37,,,1.24,,,57.603
HD 7449 b,1,Radial Velocity,2.438,2597.9294,0.752,,,1.2,,,38.662
HD 7449 b,1,Radial Velocity,2.3,352.776,0.82,6024,1.01,1.05,0.083,4.51,38.662
HD 7449 b,1,Radial Velocity,2.38,161.45764,0.92,6024,,1.05,,4.51,38.662
HD 7449 b,1,Radial Velocity,2.34,438.6054,0.82,6047,0.97,1.14,,4.52,38.662
HD 7449 b,1,Radial Velocity,2.33,346.4347,0.8,6032.6,1.03,1.12,0.101,4.46,38.662
HD 74698 b,2,Radial Velocity,0.121,23,0.1,5783,1.33,1.04,0.253,4.12,52.0648
HD 74698 c,2,Radial Velocity,4.5,126,0.2,5783,1.33,1.04,0.253,4.12,52.0648
HD 75289 b,1,Radial Velocity,0.05,155.7367,0.03,6117,1.23,1.29,,4.37,29.1158
HD 75289 b,1,Radial Velocity,0.0482,148.42661,0.034,6095,,1.21,,4.33,29.1158
HD 75289 b,1,Radial Velocity,0.047,146.2018,0.014,,,1.15,,,29.1158
HD 75289 b,1,Radial Velocity,0.046,133.4886,0.024,6000,,1.15,,,29.1158
HD 75302 b,1,Radial Velocity,5.3,1716.2734,0.39,,,1.06,,,30.3288
HD 75784 b,2,Radial Velocity,1.032,317.83,0.097,4867,3.4,1.26,,3.46,85.4321
HD 75784 b,2,Radial Velocity,1.073,365.49,0.13,4917,3.3,1.41,0.756,3.56,85.4321
HD 75784 b,2,Radial Velocity,1.033,343.2564,0.142,4867,3.4,1.26,0.77,,85.4321
HD 75784 c,2,Radial Velocity,6.46,1722.6386,0.36,4917,3.17,1.33,,3.56,85.4321
HD 75784 c,2,Radial Velocity,8.4,1792.5612,0.489,4867,3.4,1.26,,3.46,85.4321
HD 75784 c,2,Radial Velocity,5.22,1430.235,0.266,4867,3.4,1.26,0.77,,85.4321
HD 75898 b,1,Radial Velocity,1.191,861.3193,0.11,5963,1.58,1.26,0.46,,78.0505
HD 75898 b,1,Radial Velocity,1.19,797.7533,0.1,6021,1.6,1.28,,4.16,78.0505
HD 75898 b,1,Radial Velocity,1.19,858.141,0.1,6061,1.55,1.43,,4.21,78.0505
HD 76700 b,1,Radial Velocity,0.0511,74.05439,0.095,5668,,1.13,,4.3,60.8831
HD 76700 b,1,Radial Velocity,0.049,62.61251,0,,,1,,,60.8831
HD 76700 b,1,Radial Velocity,0.05,66.7443,0.09,5644,1.37,0.99,,4.16,60.8831
HD 76920 b,1,Radial Velocity,1.165,1134.64741,,4664,8.68,1.22,,2.65,184.031
HD 76920 b,1,Radial Velocity,1.091,994.80291,0.8782,4664,8.33,1,1.47,2.71,184.031
HD 76920 b,1,Radial Velocity,1.149,1249.0719,0.856,4698,7.47,1.17,1.38,2.94,184.031
HD 77338 b,1,Radial Velocity,0.06,19.0698,0.09,5341,0.97,1.37,,4.6,45.935
HD 77338 b,1,Radial Velocity,0.0614,15.9,0.09,5370,0.88,0.93,-0.26,,45.935
HD 77946 b,1,Transit,0.072,8.38,0.233,6046,1.31,1.17,,4.3,99.451
HD 77946 b,1,Transit,,,,6023,1.33,,,4.24,99.451
HD 79181 b,1,Radial Velocity,0.9,203.41018,0.259,4862,11.06,1.28,1.79,2.45,103.335
HD 7924 b,3,Radial Velocity,0.05595,8.23176,0.049,5171.13,0.78,0.8,,4.55,16.9922
HD 7924 b,3,Radial Velocity,0.05664,8.68,0.058,5075,0.78,0.83,,4.59,16.9922
HD 7924 b,3,Radial Velocity,0.06,6.3566,0.06,5131,0.78,0.65,,4.46,16.9922
HD 7924 b,3,Radial Velocity,0.057,9.26,0.17,5177,0.78,0.83,-0.434,4.59,16.9922
HD 7924 b,3,Radial Velocity,,9.26,0,5136,0.79,0.87,-0.406,4.58,16.9922
HD 7924 c,3,Radial Velocity,0.1134,7.86,0.098,5075,0.78,0.83,,4.59,16.9922
HD 7924 c,3,Radial Velocity,0.1121,8.83563,0.1,5171.13,0.78,0.8,,4.55,16.9922
HD 7924 d,3,Radial Velocity,0.1532,6.10231,0.17,5171.13,0.78,0.8,,4.55,16.9922
HD 7924 d,3,Radial Velocity,0.1551,6.44,0.21,5075,0.78,0.83,,4.59,16.9922
HD 79498 b,1,Radial Velocity,2.98,425.8922,0.575,5748,1.05,1.08,0.03,,48.9489
HD 79498 b,1,Radial Velocity,3.13,425.9,0.59,5740,,1.06,,4.37,48.9489
HD 80606 b,1,Radial Velocity,0.449,1252.2,0.9332,,0.98,0.97,,,66.4711
HD 80606 b,1,Radial Velocity,,1392.0954,0.93,5561,1.04,1.15,,4.42,66.4711
HD 80606 b,1,Radial Velocity,0.4565,1308.18828,0.93226,5574,1.04,1.02,,,66.4711
HD 80606 b,1,Radial Velocity,0.447,1242.7153,0.9324,5573,,0.96,,,66.4711
HD 80606 b,1,Radial Velocity,0.46,1303.05,0.933,5524,1.09,0.97,-0.002,4.35,66.4711
HD 80606 b,1,Radial Velocity,0.4602,1322.16617,0.93043,5565.89,1.07,1.05,,4.4,66.4711
HD 80606 b,1,Radial Velocity,0.4564,1307.55262,,5574,1.04,1.02,,4.42,66.4711
HD 80653 b,2,Transit,,,,6080,1.22,,,4.34,109.86
HD 80653 b,2,Transit,0.0166,5.6,,,1.22,1.18,0.24,4.34,109.86
HD 80653 b,2,Transit,,,,5910,1.26,,,4.27,109.86
HD 80653 b,2,Transit,0.01661,5.72,0,5959,1.22,1.18,,,109.86
HD 80869 b,1,Radial Velocity,2.905,1609.80088,0.924,,,1.06,,,85.3951
HD 80869 b,1,Radial Velocity,2.877,1802.08707,0.871,5837,,1.08,,4.18,85.3951
HD 80869 b,1,Radial Velocity,2.878,1544.64606,0.862,5837,1.06,1.08,,4.18,85.3951
HD 80883 b,1,Radial Velocity,6.462,1748.05624,0.203,,,0.88,,,34.6011
HD 80913 b,1,Radial Velocity,9.95,7505.2,0.313,,,1.11,,,61.3603
HD 81040 b,1,Radial Velocity,1.94,2310.6241,0.53,5755,0.91,1.05,,4.54,34.4341
HD 81040 b,1,Radial Velocity,1.946,2301.07767,0.525,,,0.99,-0.077,,34.4341
HD 81040 b,1,Radial Velocity,1.988,2151.06266,0.557,,,1.03,,,34.4341
HD 81040 b,1,Radial Velocity,1.94,2180.3138,0.526,5700,0.86,0.96,,4.5,34.4341
HD 81688 b,1,Radial Velocity,0.81,858.1,0,4753,13,2.1,1.857,2.22,85.7183
HD 81688 b,1,Radial Velocity,0.648,525.68819,0.04,4797,11.13,1.07,1.78,2.37,85.7183
